BusinessEntityID,QuotaDate,SalesQuota,rowguid,ModifiedDate
274,2011-05-31,28000.0,99109BBF-8693-4587-BC23-6036EC89E1BE,2011-04-16
274,2011-08-31,7000.0,DFD01444-8900-461C-8D6F-04598DAE01D4,2011-07-17
274,2011-12-01,91000.0,0A69F453-9689-4CCF-A08C-C644670F5668,2011-10-17
274,2012-02-29,140000.0,DA8D1458-5FB9-4C3E-9EAD-8F5CE1393047,2012-01-15
274,2012-05-30,70000.0,760CEF84-B980-417B-A667-7358C38857F0,2012-04-15
274,2012-08-30,154000.0,FB29E024-F26A-49AA-A7CC-C99AE7BA4853,2012-07-16
274,2012-11-30,107000.0,13947D2C-A254-47C9-8817-CBD186FFA526,2012-10-16
274,2013-02-28,58000.0,BC1A222F-47A0-48D1-9C56-AC873269DC98,2013-01-14
274,2013-05-30,263000.0,8B4E3CBF-F0EF-49C5-9A8C-87679055057E,2013-04-15
274,2013-08-30,116000.0,E9DE95E3-B119-4441-BD1D-B27FC4516022,2013-07-16
274,2013-11-30,84000.0,7CEA47B5-8391-4414-A866-FF6EC6628CD3,2013-10-16
274,2014-03-01,187000.0,0CFB6474-20AA-46D3-A5C0-29DBA2EDA025,2014-01-15
275,2011-05-31,367000.0,5F7E9647-3F08-49B0-A4A4-90257FC78197,2011-04-16
275,2011-08-31,556000.0,87AC1FB7-A3C5-43A6-90AA-2D09AE00148A,2011-07-17
275,2011-12-01,502000.0,52849F15-2FC4-4154-894D-1E3D3DAEA181,2011-10-17
275,2012-02-29,550000.0,C69B67DB-F35F-4DAD-A8A8-C4D074AD17DB,2012-01-15
275,2012-05-30,1429000.0,ACE52EBF-5328-4B20-951F-F7323F0D3A56,2012-04-15
275,2012-08-30,1324000.0,59FD606C-22FF-4F43-951B-74FCA7758EDE,2012-07-16
275,2012-11-30,729000.0,A2907D41-6271-43D5-8439-DFFEB6B963FA,2012-10-16
275,2013-02-28,1194000.0,08270720-0537-4F0E-BA15-375EC0660F31,2013-01-14
275,2013-05-30,1575000.0,AA3C8A00-6590-497E-80F6-075BB947E025,2013-04-15
275,2013-08-30,1218000.0,12AAC834-AB2F-4E84-B85D-08839670C198,2013-07-16
275,2013-11-30,849000.0,118F1FC6-7B7E-4588-90B0-F08BA349DBE7,2013-10-16
275,2014-03-01,869000.0,1290B655-35F4-4447-A4C5-1385F62FEF4D,2014-01-15
276,2011-05-31,637000.0,2DF41DD8-182E-4C57-AE81-718F714CB4FF,2011-04-16
276,2011-08-31,781000.0,CB65848E-16D8-42FD-A9F3-8A8CAE4CEB9C,2011-07-17
276,2011-12-01,665000.0,E35D6A3A-8303-47DD-B0E6-FD7D40A396B2,2011-10-17
276,2012-02-29,639000.0,F8443072-C5B3-4F3F-8E20-5F53C90B0414,2012-01-15
276,2012-05-30,1355000.0,1B62E37F-2045-404A-B3F0-4E7B65C8D979,2012-04-15
276,2012-08-30,1009000.0,68082AFC-9A96-4EDE-8B8E-64C4E9F8DDD4,2012-07-16
276,2012-11-30,860000.0,A6FCE001-AF4B-45FA-998C-F69E097D650E,2012-10-16
276,2013-02-28,1021000.0,AEDA3A74-5E52-4FDC-AE81-E236B4D14F5F,2013-01-14
276,2013-05-30,1525000.0,C81757CA-DA32-4618-8429-395F96283A6D,2013-04-15
276,2013-08-30,1276000.0,C5A85488-C1DC-4F85-9B24-ADDF853793F8,2013-07-16
276,2013-11-30,894000.0,9D246AF6-85FE-4A25-A266-70A11895D013,2013-10-16
276,2014-03-01,1124000.0,633A5552-F996-475F-BD93-BB6F343F65D8,2014-01-15
277,2011-05-31,565000.0,D1F92EC2-0C55-47D4-BE71-54B37223D19F,2011-04-16
277,2011-08-31,872000.0,F9823592-5888-487D-9B86-79074A27A96F,2011-07-17
277,2011-12-01,846000.0,472859C3-39A7-4504-A0CD-760CBEAC95F8,2011-10-17
277,2012-02-29,952000.0,ECA1E739-05F5-4584-9118-927634284E93,2012-01-15
277,2012-05-30,1600000.0,D368DC2C-F142-48F6-A787-91D818C04534,2012-04-15
277,2012-08-30,1352000.0,64C8E4F4-F979-4816-A2EE-B044AD74224D,2012-07-16
277,2012-11-30,839000.0,0569DF99-DEAB-46CE-8818-8EEE2DD47BF1,2012-10-16
277,2013-02-28,1369000.0,0323D0BC-C5CC-4D67-8935-DD05074FBA43,2013-01-14
277,2013-05-30,1171000.0,FCA465DE-87F6-4F95-B80F-103726CE823B,2013-04-15
277,2013-08-30,971000.0,D1CF9BFC-0E82-4B0A-BECC-DA6246767A74,2013-07-16
277,2013-11-30,714000.0,980224A6-3397-4AF9-9B7B-883C80122A6A,2013-10-16
277,2014-03-01,947000.0,440AA05D-4BC7-4093-8C4E-54F7F8C74BB9,2014-01-15
278,2011-05-31,244000.0,16962D2D-F610-4150-9C05-0BE2E0FFE207,2011-04-16
278,2011-08-31,356000.0,5690E967-970D-41F6-9864-C64BD61A896D,2011-07-17
278,2011-12-01,266000.0,9AEDA6BA-4476-4F8E-821B-26B52596718F,2011-10-17
278,2012-02-29,341000.0,EE81E30A-0878-4FDD-B626-C44AD7B7DF61,2012-01-15
278,2012-05-30,542000.0,AB87AE3A-A0DB-4073-B348-02851BE80D64,2012-04-15
278,2012-08-30,329000.0,B06507B8-6A96-4819-AC31-A77411C9B777,2012-07-16
278,2012-11-30,239000.0,4580482F-A91E-4482-A95D-FC7BCE1A2E01,2012-10-16
278,2013-02-28,418000.0,C7A90E1B-3B08-4B58-84F7-8F70C9092D86,2013-01-14
278,2013-05-30,507000.0,0E252D7F-F0A3-493A-93FF-1ACA0FBFE0AD,2013-04-15
278,2013-08-30,453000.0,F22DFA8F-2D6D-4CA1-9ABF-48D8B2B4F705,2013-07-16
278,2013-11-30,280000.0,F30D6135-6631-406A-A396-BE71E1BD87CF,2013-10-16
278,2014-03-01,390000.0,0696B200-1180-4150-9BDF-0EC0A83C78BF,2014-01-15
279,2011-05-31,669000.0,C40AC76F-5027-4417-9B60-CB1210AC079A,2011-04-16
279,2011-08-31,917000.0,982237B6-4533-4DCB-907A-9E15D45AFA59,2011-07-17
279,2011-12-01,780000.0,20819180-2DE9-41FE-9EFB-6513453D69A0,2011-10-17
279,2012-02-29,802000.0,B762B64B-0E51-41C9-889F-1535BF553BED,2012-01-15
279,2012-05-30,734000.0,480C5A5B-E2AC-4C72-930B-B80E770FB14B,2012-04-15
279,2012-08-30,647000.0,660A70A8-CE25-4CEC-8866-FB50C5377BEC,2012-07-16
279,2012-11-30,571000.0,E7F639AC-53C3-4B66-8ECD-5F71E7CACB99,2012-10-16
279,2013-02-28,572000.0,173AD1F3-C953-4182-8168-97190CA5F929,2013-01-14
279,2013-05-30,950000.0,399FAA31-8935-4E8A-8AE6-9B3DEB5BF5E0,2013-04-15
279,2013-08-30,675000.0,3BD5FB9E-0D3C-41B5-A619-CB98D6E5B7FE,2013-07-16
279,2013-11-30,538000.0,95B4B50B-08E7-4B71-A68C-B55F9400395B,2013-10-16
279,2014-03-01,686000.0,BB8C5BB9-475D-438B-A611-17A20F4A6B91,2014-01-15
280,2011-05-31,165000.0,4F97C4D6-9C4C-4915-9CA4-EAB679D373F6,2011-04-16
280,2011-08-31,469000.0,BA494EA7-5CED-4044-995C-39A69DD68B34,2011-07-17
280,2011-12-01,264000.0,D2FE8C53-8307-4C36-9571-F5648DA24CA2,2011-10-17
280,2012-02-29,301000.0,B9C12814-44B8-47CE-8DB8-45A7C91E360B,2012-01-15
280,2012-05-30,210000.0,1EA57383-0BE7-46E8-BFB9-21034FABE6CC,2012-04-15
280,2012-08-30,226000.0,876E5DD7-DE44-4497-BB38-08B1D56A9F5D,2012-07-16
280,2012-11-30,190000.0,3E7198AA-2BF8-4050-9050-091D14F61FF1,2012-10-16
280,2013-02-28,224000.0,ADC65C86-AFEE-4A07-80D9-F23039954C4A,2013-01-14
280,2013-05-30,319000.0,58E9567D-5174-4A27-A95A-11DA6E6DC585,2013-04-15
280,2013-08-30,450000.0,FCEB753B-9A73-445A-937F-BA7EC99385B4,2013-07-16
280,2013-11-30,343000.0,A5CCD7A0-F696-489E-8D9B-73904D898DC6,2013-10-16
